fullname,category,article_number,images,Footing,Armrests,Gas_lift,Mechanism,Features,Rollers,Specifications,Extras,Metadata,Link_arm
Кресло UTFC Бремен М-123 алюминий (черный),,M123_bremen_al,https://utfc.ru/upload/resize_cache/iblock/436/140_140_0/iu5jpfeug6lduoqr1y4r9jf7zm4b4c72.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/8be/pn3jb03ae7e6gg5j5x8f7y123a96tiyz.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/911/7mu5c4muw3jjv1yq9yv6trcatnoatbir.webp; https://utfc.ru/upload/resize_cache/iblock/8be/140_140_0/pn3jb03ae7e6gg5j5x8f7y123a96tiyz.png; https://utfc.ru/upload/resize_cache/iblock/911/140_140_0/7mu5c4muw3jjv1yq9yv6trcatnoatbir.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/94e/n69xlnvfa966ywuhqs6zxfigzz7lsfqr.webp; https://utfc.ru/upload/resize_cache/iblock/94e/140_140_0/n69xlnvfa966ywuhqs6zxfigzz7lsfqr.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/d44/bdjrj6k93jjan05no7g0neldl1aaqo4i.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/436/iu5jpfeug6lduoqr1y4r9jf7zm4b4c72.webp; https://utfc.ru/upload/resize_cache/iblock/d44/140_140_0/bdjrj6k93jjan05no7g0neldl1aaqo4i.png,,,,,,,"{""Размер:"": {""Ширина:"": ""675 мм"", ""Высота:"": ""1205-1305 мм"", ""Глубина:"": ""630 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""900 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""340 мм"", ""Вес брутто:"": ""24 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,2 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""900 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""340 мм"", ""Вес брутто:"": ""24 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,2 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/m123_bremen_al/
Кресло СН-303 Кайман Трио Н/п хром S-0422 (темно-серый),,ch303_kayman_trio_np_ch,https://utfc.ru/upload/resize_cache/iblock/14f/140_140_0/hmj20mh2pz7qqz46nzaq01en6qhi9l8r.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ac0/zfqlcbd924c53klbpj4r6927ch7ji2rb.webp; https://utfc.ru/upload/resize_cache/iblock/b39/140_140_0/z6s5nlozg35xfldgas9f4m1178cwos5h.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/14f/hmj20mh2pz7qqz46nzaq01en6qhi9l8r.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b39/z6s5nlozg35xfldgas9f4m1178cwos5h.webp; https://utfc.ru/upload/resize_cache/iblock/869/140_140_0/kpyzuuovs4azo7jako4ni16ms1hb8g7z.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/869/kpyzuuovs4azo7jako4ni16ms1hb8g7z.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/29d/bzfi5epgovu4arij46xdphvbbm51f606.webp; https://utfc.ru/upload/resize_cache/iblock/ac0/140_140_0/zfqlcbd924c53klbpj4r6927ch7ji2rb.png; https://utfc.ru/upload/resize_cache/iblock/29d/140_140_0/bzfi5epgovu4arij46xdphvbbm51f606.png,,,,,,,"{""Размер:"": {""Ширина:"": ""560 мм"", ""Высота:"": ""920 мм"", ""Глубина:"": ""610 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""790 мм"", ""Высота упаковки:"": ""680 мм"", ""Глубина упаковки:"": ""400 мм"", ""Вес брутто:"": ""16,1 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,22 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""790 мм"", ""Высота упаковки:"": ""680 мм"", ""Глубина упаковки:"": ""400 мм"", ""Вес брутто:"": ""16,1 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,22 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/ch303_kayman_trio_np_ch/
Кресло Комо В пластик-люкс 727 S-0413 (кофейный),,komo_v_pl727lux,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/417/417217e4e6c6bd484a3500347202ce09.webp; https://utfc.ru/upload/resize_cache/iblock/a73/140_140_0/a739a18268948988089307e99b960b6b.png; https://utfc.ru/upload/resize_cache/iblock/3de/140_140_0/3de8f4ff02dd07ed6ebd3898b76e6d6d.png; https://utfc.ru/upload/resize_cache/iblock/ada/140_140_0/ada2f485dc32a12e0a0614ed54b7a21e.png; https://utfc.ru/upload/resize_cache/iblock/b27/140_140_0/b27f57be953ce2964e5ce9d50098d6d9.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b27/b27f57be953ce2964e5ce9d50098d6d9.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ada/ada2f485dc32a12e0a0614ed54b7a21e.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/3de/3de8f4ff02dd07ed6ebd3898b76e6d6d.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a73/a739a18268948988089307e99b960b6b.webp; https://utfc.ru/upload/resize_cache/iblock/417/140_140_0/417217e4e6c6bd484a3500347202ce09.png,,,,,,,"{""Размер:"": {""Ширина:"": ""640 мм"", ""Высота:"": ""1075-1175 мм"", ""Глубина:"": ""780 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""19,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,364 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""19,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,364 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/komo_v_pl727lux/
Кресло Комо В дерево D8 (темный орех) S-0427 (слоновая кость),,komo_v_der,https://utfc.ru/upload/resize_cache/iblock/412/140_140_0/412351869decfb0e0d02b58571d62996.png; https://utfc.ru/upload/resize_cache/iblock/271/140_140_0/27109f2e242536f712ae32b3d6519cf6.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a01/a0139019abe5346e54272a92fee696f5.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/d12/d12e4d423a366a7bc0ff30ad30ce8441.webp; https://utfc.ru/upload/resize_cache/iblock/ac4/140_140_0/ac46c2dd760a746e3468b6c96a7b3fdd.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ac4/ac46c2dd760a746e3468b6c96a7b3fdd.webp; https://utfc.ru/upload/resize_cache/iblock/d12/140_140_0/d12e4d423a366a7bc0ff30ad30ce8441.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/412/412351869decfb0e0d02b58571d62996.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/271/27109f2e242536f712ae32b3d6519cf6.webp; https://utfc.ru/upload/resize_cache/iblock/a01/140_140_0/a0139019abe5346e54272a92fee696f5.png,,,,,,,"{""Размер:"": {""Ширина:"": ""610 мм"", ""Высота:"": ""1060-1160 мм"", ""Глубина:"": ""750 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""22,6 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,364 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""22,6 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,364 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/komo_v_der/
Кресло Комо Бюджет В пластик 727 S-0401 (черный),,komo_budget_v_pl727,https://utfc.ru/upload/resize_cache/iblock/55f/140_140_0/4y5tho8km1pa710vvbanwl7gdmate26u.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/892/p2ytamwny3g1xtmvlm57b2y5exazsili.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/55f/4y5tho8km1pa710vvbanwl7gdmate26u.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a67/1ubpc4tejss3ztzxe7tqlvrqa7vhhabh.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a26/c6ijiiuqfwwl1vtq700oc58jutwrfix0.webp; https://utfc.ru/upload/resize_cache/iblock/a67/140_140_0/1ubpc4tejss3ztzxe7tqlvrqa7vhhabh.png; https://utfc.ru/upload/resize_cache/iblock/a26/140_140_0/c6ijiiuqfwwl1vtq700oc58jutwrfix0.png; https://utfc.ru/upload/resize_cache/iblock/892/140_140_0/p2ytamwny3g1xtmvlm57b2y5exazsili.png; https://utfc.ru/upload/resize_cache/iblock/a5d/140_140_0/x8471qgeivdx02xt18a17p915l63h1sx.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a5d/x8471qgeivdx02xt18a17p915l63h1sx.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""650 мм"", ""Высота:"": ""1150-1250 мм"", ""Глубина:"": ""635 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""910 мм"", ""Высота упаковки:"": ""690 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""14,2 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,17 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""910 мм"", ""Высота упаковки:"": ""690 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""14,2 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,17 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/komo_budget_v_pl727/
Кресло Комо Н/п пластик-люкс 727 S-0422 (темно-серый),,komo_np_pl727lux,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/539/2n9dsjsrmsrojv1cfjtul7qcxpuirjn4.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/826/n0zsp0v9a2824vobqav8f73kxrdv59ud.webp; https://utfc.ru/upload/resize_cache/iblock/693/140_140_0/1yolgmzo0edlg8m2hnrnuy7bpvz5xo4j.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/693/1yolgmzo0edlg8m2hnrnuy7bpvz5xo4j.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/f5c/4b4epv9j5m9knci6cg6r18z9llie41qy.webp; https://utfc.ru/upload/resize_cache/iblock/539/140_140_0/2n9dsjsrmsrojv1cfjtul7qcxpuirjn4.png; https://utfc.ru/upload/resize_cache/iblock/826/140_140_0/n0zsp0v9a2824vobqav8f73kxrdv59ud.png; https://utfc.ru/upload/resize_cache/iblock/24f/140_140_0/b52jk4h5s23is66c5lp7vxr7k2ps3u1l.png; https://utfc.ru/upload/resize_cache/iblock/f5c/140_140_0/4b4epv9j5m9knci6cg6r18z9llie41qy.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/24f/b52jk4h5s23is66c5lp7vxr7k2ps3u1l.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""640 мм"", ""Высота:"": ""1010 мм"", ""Глубина:"": ""740 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""19,4 кг"", ""Материал упаковки:"": ""Гофрокартон, полиэтилен"", ""Объём:"": ""0,3 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""19,4 кг"", ""Материал упаковки:"": ""Гофрокартон, полиэтилен"", ""Объём:"": ""0,3 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/komo_np_pl727lux/
Кресло Комо В пластик Z11 (черный),,komo_v_pl,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/da2/byiww1708wd6ofsfnu1379dl1g0oa06o.webp; https://utfc.ru/upload/resize_cache/iblock/850/140_140_0/3l3uptxo62mg4t17hbs8vwc0e0sfpyvd.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/375/9l9jgw1qsy07cl7x04d02h722l23qau8.webp; https://utfc.ru/upload/resize_cache/iblock/375/140_140_0/9l9jgw1qsy07cl7x04d02h722l23qau8.png; https://utfc.ru/upload/resize_cache/iblock/7fe/140_140_0/yfdud1j423xqjgz9vx2nai9svkyaskbc.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/7fe/yfdud1j423xqjgz9vx2nai9svkyaskbc.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/3c4/hz1t5t60jk4r0vsurqgyt5r7acwp9vpj.webp; https://utfc.ru/upload/resize_cache/iblock/3c4/140_140_0/hz1t5t60jk4r0vsurqgyt5r7acwp9vpj.png; https://utfc.ru/upload/resize_cache/iblock/da2/140_140_0/byiww1708wd6ofsfnu1379dl1g0oa06o.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/850/3l3uptxo62mg4t17hbs8vwc0e0sfpyvd.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""620 мм"", ""Высота:"": ""1075-1175 мм"", ""Глубина:"": ""780 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""490 мм"", ""Глубина упаковки:"": ""676 мм"", ""Вес брутто:"": ""19,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,364 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""490 мм"", ""Глубина упаковки:"": ""676 мм"", ""Вес брутто:"": ""19,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,364 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/komo_v_pl/
Кресло Идра В хром Z11 (черный),,idra_v_ch,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5a5/5a58bf99b1f85a06ed049416bd599ef2.webp; https://utfc.ru/upload/resize_cache/iblock/5a5/140_140_0/5a58bf99b1f85a06ed049416bd599ef2.png; https://utfc.ru/upload/resize_cache/iblock/eae/140_140_0/eae1e7021492f5367bc85cafb3a0720f.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/8f6/8f67188c729791045b7bf3aad690c0af.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/eae/eae1e7021492f5367bc85cafb3a0720f.webp; https://utfc.ru/upload/resize_cache/iblock/8f6/140_140_0/8f67188c729791045b7bf3aad690c0af.png; https://utfc.ru/upload/resize_cache/iblock/712/140_140_0/71239871ac7a17c035b0aeb406bfbd94.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/6aa/6aa6912f7111eabda761ad1b60a190dc.webp; https://utfc.ru/upload/resize_cache/iblock/6aa/140_140_0/6aa6912f7111eabda761ad1b60a190dc.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/712/71239871ac7a17c035b0aeb406bfbd94.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""650 мм"", ""Высота:"": ""1185-1285 мм"", ""Глубина:"": ""800 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""22 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,364 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""22 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,364 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/idra_v_ch/
Кресло СН-602 Соло Макс Комби пластик SoloBL Ср S-0422/TW-72/Е72-к/S-0422 (темно-серый/серый),,ch602_solo_max_pl,https://utfc.ru/upload/resize_cache/iblock/aca/140_140_0/gpdred50bmdy0b0ve5v0up7as53eq4oe.png; https://utfc.ru/upload/resize_cache/iblock/707/140_140_0/3yjkugwx0zdqfzqgz2yp2tbmnlcfblp9.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/cff/y6k4pdr5m9d8dlnrrtjc7co1635xlv3j.webp; https://utfc.ru/upload/resize_cache/iblock/cff/140_140_0/y6k4pdr5m9d8dlnrrtjc7co1635xlv3j.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b24/5prhqnva1552ofqn0f84tuhzdafww3gc.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/707/3yjkugwx0zdqfzqgz2yp2tbmnlcfblp9.webp; https://utfc.ru/upload/resize_cache/iblock/b24/140_140_0/5prhqnva1552ofqn0f84tuhzdafww3gc.png; https://utfc.ru/upload/resize_cache/iblock/8f7/140_140_0/pdawvvnh2sebvvl4lcu12oxj2oizf1e2.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/aca/gpdred50bmdy0b0ve5v0up7as53eq4oe.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/8f7/pdawvvnh2sebvvl4lcu12oxj2oizf1e2.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""670 мм"", ""Высота:"": ""1200-1300 мм"", ""Глубина:"": ""630 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""910 мм"", ""Высота упаковки:"": ""690 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""12,8 кг"", ""Материал упаковки:"": ""Гофрокартон""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""910 мм"", ""Высота упаковки:"": ""690 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""12,8 кг"", ""Материал упаковки:"": ""Гофрокартон""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/ch602_solo_max_pl/
Кресло Идра Бюджет В пластик 727 S-0401 (черный),,idra_budget_v_pl727,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/103/rx118q7ufxvmk7uco0u9otundksbva5e.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/dd5/bxzdygn069sra0xrhy1em0y5y65yvkp1.webp; https://utfc.ru/upload/resize_cache/iblock/dd5/140_140_0/bxzdygn069sra0xrhy1em0y5y65yvkp1.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ed6/0g5kpk531algoy7dy54wtpoehz1f0x0r.webp; https://utfc.ru/upload/resize_cache/iblock/a72/140_140_0/gxf1on2f918ea71mgql5zr2f8bluk8sr.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/11f/fckws3gfljtxjrhs0p7zqpxjlgwqsahi.webp; https://utfc.ru/upload/resize_cache/iblock/11f/140_140_0/fckws3gfljtxjrhs0p7zqpxjlgwqsahi.png; https://utfc.ru/upload/resize_cache/iblock/ed6/140_140_0/0g5kpk531algoy7dy54wtpoehz1f0x0r.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a72/gxf1on2f918ea71mgql5zr2f8bluk8sr.webp; https://utfc.ru/upload/resize_cache/iblock/103/140_140_0/rx118q7ufxvmk7uco0u9otundksbva5e.png,,,,,,,"{""Размер:"": {""Ширина:"": ""660 мм"", ""Высота:"": ""1145-1245 мм"", ""Глубина:"": ""650 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""910 мм"", ""Высота упаковки:"": ""690 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""14,4 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,17 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""910 мм"", ""Высота упаковки:"": ""690 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""14,4 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,17 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/idra_budget_v_pl727/
,,,,,,,,,,,,,https://utfc.ru/catalog/
Кресло Комо В хром KLux11 (черный),,komo_v_ch,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/85b/85b68ca1a447bff3b4bc1f55e9107010.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a9a/a9ad48ea38f4b2389e7bbe3b9e1455bf.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/636/6367227dfdb007d452bf66038cf09fa7.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/194/194ccf1aa13d0c7278a1dd18cf1851a1.webp; https://utfc.ru/upload/resize_cache/iblock/636/140_140_0/6367227dfdb007d452bf66038cf09fa7.png; https://utfc.ru/upload/resize_cache/iblock/37c/140_140_0/37c4dbdd2a0be1df9db3610d091cdeef.png; https://utfc.ru/upload/resize_cache/iblock/85b/140_140_0/85b68ca1a447bff3b4bc1f55e9107010.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/37c/37c4dbdd2a0be1df9db3610d091cdeef.webp; https://utfc.ru/upload/resize_cache/iblock/a9a/140_140_0/a9ad48ea38f4b2389e7bbe3b9e1455bf.png; https://utfc.ru/upload/resize_cache/iblock/194/140_140_0/194ccf1aa13d0c7278a1dd18cf1851a1.png,,,,,,,"{""Размер:"": {""Ширина:"": ""600 мм"", ""Высота:"": ""1090-1190 мм"", ""Глубина:"": ""735 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""21 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,364 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""1100 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""21 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,364 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/boss_chairs/komo_v_ch/
